PostId,PostTypeId,ParentId,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastActivityDate,LastEditDate,CommentCount,FavouriteCount
61058,2,61047,2017-01-26T14:30:55.630,0,,32756,,2017-01-26T14:30:55.630,,0,
61061,2,61012,2017-01-26T16:07:11.420,1,,32756,,2017-01-26T16:07:11.420,,0,
61123,2,4120,2017-01-27T17:25:38.680,1,,36066,,2020-06-15T09:07:07.917,2020-06-15T09:07:07.917,0,
61306,2,61296,2017-01-31T16:14:25.500,0,,53531,,2017-01-31T16:14:25.500,,1,
61365,2,61364,2017-02-01T20:31:40.837,8,,60949,,2017-02-08T07:20:54.670,2017-04-13T12:56:22.977,9,
61444,2,61438,2017-02-03T12:02:08.870,0,,13650,,2017-02-03T12:02:08.870,,0,
61550,2,61544,2017-02-05T20:26:49.923,3,,13650,,2017-02-05T20:26:49.923,,0,
61652,2,61651,2017-02-07T12:59:33.530,7,,54871,,2017-02-07T12:59:33.530,,0,
61654,2,5345,2017-02-07T13:39:39.783,0,,61499,,2017-02-07T13:39:39.783,,0,
61801,2,61732,2017-02-10T13:37:52.063,3,,61632,,2018-06-27T10:55:42.863,2020-06-16T10:47:29.480,0,
62225,2,62206,2017-02-20T12:51:37.190,1,,62318,,2017-02-21T10:36:21.297,2017-02-21T10:36:21.297,0,
62284,2,60929,2017-02-21T11:31:06.417,1,,58142,,2017-02-21T13:02:50.633,2017-02-21T13:02:50.633,0,
62288,2,61861,2017-02-21T12:52:03.567,3,,40808,,2017-02-21T12:52:03.567,,0,
62695,2,50967,2017-03-01T21:58:14.997,6,,31133,,2017-03-01T21:58:14.997,,2,
62765,2,61204,2017-03-03T03:36:19.767,0,,43610,,2018-03-05T18:35:06.443,2018-03-05T18:35:06.443,2,
62851,2,62848,2017-03-04T22:04:28.940,2,,32997,,2017-03-04T22:04:28.940,2017-05-23T12:37:05.773,1,
62943,2,62933,2017-03-06T23:27:26.460,21,,62691,,2017-05-08T14:29:11.427,2017-05-08T14:29:11.427,5,
62949,2,62933,2017-03-07T02:40:17.137,15,,63194,,2017-03-07T02:40:17.137,,1,
62957,2,59110,2017-03-07T06:18:47.940,0,,63289,,2017-03-07T06:18:47.940,,0,
63068,2,63029,2017-03-08T20:58:23.030,0,,63198,,2017-03-08T20:58:23.030,,0,
63280,2,63257,2017-03-13T15:24:03.263,1,,32756,,2017-03-13T15:24:03.263,2017-04-13T12:56:22.537,3,
63472,2,63469,2017-03-17T09:40:56.373,2,,13650,,2017-03-17T09:46:36.277,2017-03-17T09:46:36.277,2,
63513,2,63492,2017-03-18T02:43:43.973,1,,13887,,2017-04-06T21:31:26.620,2017-04-06T21:31:26.620,6,
63766,2,63677,2017-03-22T08:26:14.013,1,,63535,,2017-03-22T16:41:28.767,2017-03-22T16:41:28.767,2,
63816,2,61002,2017-03-23T07:59:22.780,0,,60703,,2017-03-23T07:59:22.780,,2,
63843,2,28664,2017-03-23T20:14:48.157,0,,64340,,2017-03-24T01:51:46.857,2017-03-24T01:51:46.857,0,
63947,2,63944,2017-03-26T16:05:00.807,2,,13650,,2017-03-26T16:05:00.807,,0,
63969,2,60577,2017-03-27T03:52:42.810,1,,54154,,2017-03-27T03:52:42.810,,0,
63986,2,63839,2017-03-27T14:58:37.157,0,,12476,,2017-03-27T14:58:37.157,,0,
64065,2,43303,2017-03-29T10:11:58.560,1,,61089,,2017-03-29T10:11:58.560,,0,
64141,2,63988,2017-03-30T16:08:41.243,3,,64567,,2017-03-30T16:44:56.030,2017-03-30T16:44:56.030,0,
64175,2,64142,2017-03-31T11:30:01.990,1,,48345,,2017-03-31T11:30:01.990,,1,
64183,2,62933,2017-03-31T15:01:41.210,7,,64733,,2017-03-31T15:01:41.210,,1,
64254,2,50316,2017-04-02T07:44:50.290,-2,,64848,,2017-04-02T10:04:30.120,2017-04-02T10:04:30.120,1,
64307,2,56941,2017-04-03T03:24:24.203,0,,64928,,2017-04-03T03:31:31.080,2017-04-03T03:31:31.080,1,
64441,2,64440,2017-04-05T14:31:08.070,2,,31133,,2017-04-05T14:31:08.070,,0,
64550,2,64531,2017-04-07T22:03:59.903,1,,47239,,2017-04-07T22:03:59.903,,0,
65584,2,64521,2017-04-08T18:39:57.797,0,,65182,,2017-04-08T18:39:57.797,,0,
65628,2,51642,2017-04-10T01:20:15.223,4,,65312,,2017-04-10T01:55:42.587,2017-04-10T01:55:42.587,2,
65652,2,64465,2017-04-10T14:30:34.637,0,,65106,,2017-04-10T14:30:34.637,,0,
65748,2,65741,2017-04-13T08:54:58.383,0,,33564,,2017-04-13T09:36:49.250,2017-04-13T09:36:49.250,2,
65764,2,65740,2017-04-13T15:04:01.107,0,,61030,,2017-04-13T15:04:01.107,,1,
65818,2,61888,2017-04-14T19:27:20.753,6,,22920,,2017-04-14T19:27:20.753,,0,
65977,2,65975,2017-04-18T15:45:40.483,3,,5538,,2017-04-19T12:12:13.723,2017-04-19T12:12:13.723,4,
65999,2,65889,2017-04-19T01:13:55.997,1,,65482,,2017-04-19T01:18:57.520,2017-04-19T01:18:57.520,5,
66015,2,60872,2017-04-19T09:17:00.777,3,,65826,,2017-04-19T09:17:00.777,,1,
66160,2,59110,2017-04-22T14:33:26.840,1,,66006,,2017-04-22T14:33:26.840,,0,
66175,2,43977,2017-04-22T19:47:36.597,0,,28579,,2017-04-22T19:47:36.597,,0,
66272,2,65666,2017-04-25T12:37:44.030,0,,59271,,2017-04-25T12:37:44.030,,0,
66385,2,66383,2017-04-27T15:05:04.627,1,,29246,,2017-04-27T15:05:04.627,,2,
66508,2,37103,2017-04-30T12:40:11.670,1,,43247,,2017-04-30T14:44:15.850,2020-06-16T10:47:29.480,0,
66548,2,43825,2017-05-01T12:30:11.023,5,,41428,,2017-05-01T12:30:11.023,,0,
66578,2,66569,2017-05-02T05:04:03.460,0,,47239,,2017-05-02T05:04:03.460,,1,
66737,2,62705,2017-05-06T00:46:21.253,0,,,user66667,2017-05-06T00:46:21.253,,0,
66762,2,66718,2017-05-06T12:06:42.910,2,,66684,,2017-05-13T19:44:05.993,2017-05-13T19:44:05.993,0,
66888,2,66884,2017-05-10T00:55:59.967,1,,66911,,2017-05-10T00:55:59.967,,0,
66950,2,66949,2017-05-11T05:06:56.213,3,,26308,,2017-05-11T05:06:56.213,,0,
66955,2,24733,2017-05-11T07:19:25.840,6,,67000,,2017-05-11T07:19:25.840,,0,
66986,2,66984,2017-05-11T15:22:47.120,1,,13650,,2017-05-11T15:22:47.120,,2,
67461,2,67452,2017-05-24T16:36:59.717,2,,51777,,2017-05-24T16:36:59.717,,0,
67525,2,67510,2017-05-26T06:21:47.300,1,,67409,,2017-09-22T05:41:38.140,2020-06-16T10:47:29.480,0,
67673,2,67641,2017-05-29T13:58:48.087,1,,553,,2017-05-31T15:12:31.657,2017-05-31T15:12:31.657,4,
67687,2,67686,2017-05-29T19:59:50.887,2,,24296,,2017-05-29T20:06:47.517,2017-05-29T20:06:47.517,2,
67709,2,67705,2017-05-30T09:19:43.913,3,,24296,,2017-06-17T17:19:21.573,2017-06-17T17:19:21.573,0,
67830,2,67829,2017-06-01T16:17:18.243,12,,,user67191,2017-06-01T16:17:18.243,,1,
68072,2,68044,2017-06-07T00:13:33.220,1,,47239,,2017-06-07T00:13:33.220,,1,
68108,2,67387,2017-06-07T15:52:34.457,1,,68047,,2017-06-07T15:52:34.457,,1,
68135,2,68127,2017-06-08T05:30:07.967,2,,68416,,2018-07-03T01:46:31.617,2018-07-03T01:46:31.617,1,
68249,2,60084,2017-06-10T04:57:31.797,1,,68552,,2017-06-19T20:41:11.940,2017-06-19T20:41:11.940,0,
68357,2,66929,2017-06-12T19:12:08.653,3,,64761,,2017-06-12T19:12:08.653,,0,
68618,2,68304,2017-06-17T21:42:07.887,0,,46418,,2017-06-17T21:42:07.887,,0,
68628,2,68015,2017-06-18T02:48:56.307,1,,64761,,2017-06-18T16:50:36.080,2017-06-18T16:50:36.080,0,
68661,2,41069,2017-06-18T23:27:24.510,2,,69002,,2020-05-12T13:49:05.670,2020-05-12T13:49:05.670,0,
68770,2,68699,2017-06-21T06:25:06.723,1,,69039,,2017-06-21T06:25:06.723,,0,
68810,2,68784,2017-06-22T05:03:15.547,0,,47239,,2017-06-22T05:03:15.547,,0,
68818,2,59852,2017-06-22T07:26:01.907,0,,69132,,2017-06-22T18:01:47.200,2017-06-22T18:01:47.200,0,
69267,2,56373,2017-07-02T14:09:56.607,1,,33424,,2018-05-22T06:41:21.430,2018-05-22T06:41:21.430,2,
69367,2,69115,2017-07-04T19:42:03.693,1,,46683,,2017-07-04T19:42:03.693,,0,
69652,2,69639,2017-07-11T12:10:36.510,1,,58715,,2017-07-11T12:10:36.510,,0,
69724,2,69628,2017-07-12T19:38:04.930,1,,69484,,2017-07-13T14:14:38.227,2017-07-13T14:14:38.227,0,
69783,2,69717,2017-07-14T01:43:04.143,1,,47239,,2017-07-14T01:43:04.143,,0,
69869,2,69717,2017-07-16T16:59:23.310,1,,70143,,2017-07-16T16:59:23.310,,0,
70241,2,70239,2017-07-24T15:02:55.877,1,,59271,,2017-07-24T15:02:55.877,,4,
70258,2,67364,2017-07-24T20:04:02.333,2,,55740,,2017-07-24T20:04:02.333,,0,
70449,2,70335,2017-07-28T18:34:08.187,5,,10699,,2017-08-07T11:36:11.247,2017-08-07T11:36:11.247,26,
70673,2,70672,2017-08-03T05:44:04.947,0,,30886,,2017-08-03T08:35:10.987,2017-08-03T08:35:10.987,1,
70679,2,70521,2017-08-03T08:22:09.817,0,,59948,,2017-08-03T08:22:09.817,,0,
70703,2,70697,2017-08-03T18:08:16.370,1,,42456,,2017-08-03T18:08:16.370,,4,
70802,2,29983,2017-08-06T05:04:20.253,0,,30886,,2017-08-06T05:04:20.253,,0,
70914,2,70913,2017-08-08T14:32:46.497,2,,42456,,2017-08-08T14:37:48.290,2017-08-08T14:37:48.290,0,
70944,2,70926,2017-08-09T09:34:57.423,1,,13650,,2017-08-09T09:34:57.423,,1,
70946,2,70945,2017-08-09T09:36:46.260,11,,12404,,2018-02-08T11:20:08.697,2018-02-08T11:20:08.697,0,
71071,2,70871,2017-08-11T22:39:25.167,0,,65215,,2017-08-11T22:39:25.167,,2,
71089,2,58304,2017-08-12T10:58:08.973,31,,71718,,2019-09-27T19:23:17.290,2019-09-27T19:23:17.290,6,
71152,2,71149,2017-08-14T09:07:41.140,1,,42456,,2017-08-14T09:07:41.140,,8,
71177,2,71162,2017-08-14T21:54:04.877,1,,47239,,2017-08-14T21:54:04.877,,0,
71421,2,54143,2017-08-20T01:52:54.950,1,,26189,,2017-08-21T00:20:59.257,2017-08-21T00:20:59.257,0,
71659,2,71594,2017-08-25T00:27:42.840,0,,47239,,2017-08-25T00:27:42.840,,1,
71699,2,71698,2017-08-25T17:20:44.357,1,,19639,,2017-08-25T17:20:44.357,,0,
71779,2,71638,2017-08-27T23:56:57.953,0,,17867,,2017-08-27T23:56:57.953,,0,
71894,2,71347,2017-08-30T12:17:38.453,0,,65955,,2017-08-30T12:17:38.453,,0,
71962,2,71953,2017-08-31T23:55:27.700,0,,47239,,2017-08-31T23:55:27.700,,0,
71966,2,71887,2017-09-01T03:04:40.817,0,,28470,,2017-09-01T03:04:40.817,,3,
72111,2,72103,2017-09-04T20:12:28.280,0,,45831,,2017-09-04T20:56:34.470,2017-09-04T20:56:34.470,4,
72198,2,72171,2017-09-07T00:08:36.040,1,,17867,,2017-09-07T00:08:36.040,,6,
72255,2,72251,2017-09-08T12:32:04.907,0,,71214,,2017-09-08T13:21:18.293,2017-09-08T13:21:18.293,0,
72552,2,72548,2017-09-15T16:40:55.200,2,,24224,,2017-09-15T16:40:55.200,,3,
72926,2,66611,2017-09-25T02:22:05.907,12,,73841,,2019-10-10T09:15:26.270,2019-10-10T09:15:26.270,3,
72951,2,71858,2017-09-25T15:18:49.797,2,,73863,,2017-09-28T21:01:53.060,2017-09-28T21:01:53.060,4,
72986,2,61699,2017-09-26T20:00:43.793,3,,73909,,2019-08-09T00:53:48.737,2019-08-09T00:53:48.737,1,
73017,2,73006,2017-09-27T16:19:21.087,1,,73879,,2017-09-27T16:40:05.090,2017-09-27T16:40:05.090,0,
73146,2,26695,2017-09-29T19:28:03.727,1,,41382,,2017-09-29T19:28:03.727,,0,
73284,2,73275,2017-10-03T11:24:31.853,2,,73879,,2017-10-04T04:59:44.230,2017-10-04T04:59:44.230,9,
73324,2,73321,2017-10-04T04:51:17.763,1,,73879,,2017-10-04T04:51:17.763,,2,
73462,2,46148,2017-10-07T08:41:17.880,2,,74396,,2017-10-07T08:51:13.257,2017-10-07T08:51:13.257,1,
73493,2,73491,2017-10-08T09:51:30.687,0,,73879,,2017-10-08T09:51:30.687,,0,
73495,2,73483,2017-10-08T10:04:17.180,2,,73879,,2017-10-08T10:04:17.180,,0,
73736,2,73710,2017-10-12T21:42:34.310,2,,66344,,2017-10-12T21:56:46.573,2017-10-12T21:56:46.573,1,
73746,2,73732,2017-10-13T07:23:41.270,1,,42456,,2017-10-14T08:56:40.893,2017-10-14T08:56:40.893,2,
73831,2,73822,2017-10-15T08:22:23.010,2,,13650,,2017-10-15T08:22:23.010,,1,
73994,2,73993,2017-10-19T07:14:31.957,1,,42456,,2017-10-19T07:14:31.957,,3,
74047,2,74044,2017-10-20T10:19:41.370,2,,42456,,2017-10-20T11:18:15.203,2020-06-16T10:47:29.480,4,
74422,2,74353,2017-10-28T21:13:30.187,2,,71180,,2017-10-28T21:13:30.187,,1,
74428,2,37920,2017-10-28T23:34:51.747,99,,8697,,2021-11-23T23:26:28.597,2021-11-23T23:26:28.597,17,
74450,2,13936,2017-10-29T14:16:24.940,3,,75477,,2017-10-29T14:16:24.940,,0,
74460,2,65624,2017-10-29T20:03:45.020,-2,,75493,,2017-10-29T20:03:45.020,,0,
74526,2,62669,2017-10-31T04:02:46.020,1,,74822,,2019-07-28T21:26:06.443,2019-07-28T21:26:06.443,0,
74914,2,74913,2017-11-08T07:51:38.403,5,,70731,,2017-11-08T18:28:21.973,2017-11-08T18:28:21.973,3,
74973,2,72022,2017-11-09T11:53:18.147,12,,74960,,2017-11-14T09:08:16.720,2017-11-14T09:08:16.720,6,
75040,2,75039,2017-11-11T01:14:11.627,1,,76067,,2017-11-11T01:19:47.827,2017-11-11T01:19:47.827,1,
75152,2,75120,2017-11-13T17:07:02.323,3,,43814,,2017-11-13T17:07:02.323,,0,
75377,2,75228,2017-11-18T22:34:35.563,4,,26163,,2017-11-18T22:34:35.563,,0,
75425,2,75381,2017-11-20T00:05:02.380,1,,62750,,2017-11-20T00:05:02.380,,1,
75494,2,75364,2017-11-21T13:12:18.583,0,,76426,,2017-11-21T13:12:18.583,,0,
75531,2,67028,2017-11-22T02:29:31.050,1,,76608,,2017-11-23T06:42:06.910,2017-11-23T06:42:06.910,0,
75543,2,75521,2017-11-22T08:40:39.783,5,,58969,,2017-11-23T21:25:39.493,2017-11-23T21:25:39.493,6,
75551,2,67907,2017-11-22T13:14:59.437,4,,75661,,2017-11-22T15:20:04.660,2017-11-22T15:20:04.660,0,
75678,2,75412,2017-11-25T18:39:15.150,1,,54888,,2017-11-25T18:39:15.150,,0,
75688,2,75219,2017-11-26T04:26:42.463,1,,74822,,2019-09-21T22:44:09.383,2019-09-21T22:44:09.383,0,
75814,2,75802,2017-11-28T20:29:49.517,2,,5538,,2017-11-28T20:35:16.740,2017-11-28T20:35:16.740,2,
75884,2,75882,2017-11-30T15:55:32.840,0,,13650,,2017-11-30T15:55:32.840,,3,
75885,2,75882,2017-11-30T15:55:51.290,0,,55740,,2017-11-30T15:55:51.290,,5,
75903,2,75900,2017-11-30T21:35:31.510,0,,13650,,2017-11-30T21:35:31.510,,1,
76096,2,76094,2017-12-05T18:06:10.443,0,,13650,,2017-12-05T18:06:10.443,,3,
76122,2,39845,2017-12-06T08:48:45.660,6,,63359,,2018-08-09T14:57:45.447,2018-08-09T14:57:45.447,8,
76264,2,76188,2017-12-09T14:57:42.050,4,,77558,,2017-12-12T13:48:10.427,2017-12-12T13:48:10.427,4,
76288,2,53408,2017-12-10T06:15:18.287,4,,43610,,2017-12-11T16:18:11.313,2017-12-11T16:18:11.313,4,
76440,2,76426,2017-12-13T20:38:58.403,3,,71180,,2017-12-13T20:38:58.403,,3,
76982,2,76954,2017-12-27T22:57:31.777,1,,8697,,2017-12-27T22:57:31.777,,0,
77117,2,44194,2017-12-31T16:05:22.463,4,,35368,,2020-01-25T20:53:22.317,2020-01-25T20:53:22.317,5,
77190,2,77189,2018-01-02T22:58:25.633,1,,13650,,2018-01-02T22:58:25.633,,0,
77353,2,77290,2018-01-06T19:05:39.880,2,,13650,,2018-01-06T23:21:52.697,2018-01-06T23:21:52.697,8,
77378,2,77376,2018-01-07T11:56:38.557,1,,13650,,2018-01-07T11:56:38.557,,3,
77410,2,77070,2018-01-08T02:56:01.853,4,,74822,,2018-01-08T03:33:04.470,2018-01-08T03:33:04.470,0,
77419,2,77415,2018-01-08T07:32:53.087,1,,34257,,2018-01-09T07:22:44.387,2018-01-09T07:22:44.387,4,
77631,2,77626,2018-01-12T08:56:53.453,1,,13650,,2018-01-12T08:56:53.453,,0,
77826,2,15337,2018-01-16T00:39:48.050,1,,79436,,2018-01-16T16:11:41.213,2018-01-16T16:11:41.213,5,
77911,2,77860,2018-01-17T22:22:17.893,1,,48958,,2018-01-25T17:25:52.450,2018-01-25T17:25:52.450,1,
77992,2,77875,2018-01-19T11:21:53.597,0,,64334,,2018-01-19T11:28:06.177,2018-01-19T11:28:06.177,0,
78140,2,77459,2018-01-22T10:29:07.857,1,,75092,,2018-01-22T10:29:07.857,,0,
78144,2,78136,2018-01-22T12:24:33.280,0,,13650,,2018-01-22T12:24:33.280,,0,
78192,2,74492,2018-01-23T05:32:25.560,0,,79834,,2018-01-23T12:01:57.947,2018-01-23T12:01:57.947,0,
78348,2,78346,2018-01-26T02:15:18.743,1,,73672,,2018-01-26T20:15:55.580,2018-01-26T20:15:55.580,0,
78365,2,78351,2018-01-26T15:03:26.957,2,,58316,,2018-01-26T19:48:30.270,2018-01-26T19:48:30.270,8,
78378,2,13299,2018-01-26T22:22:59.503,-1,,48958,,2018-01-26T22:46:40.913,2018-01-26T22:46:40.913,1,
78413,2,78411,2018-01-27T20:08:09.280,8,,46241,,2018-06-18T18:36:57.440,2018-06-18T18:36:57.440,4,
78555,2,73749,2018-01-30T02:52:25.457,4,,80198,,2018-01-30T02:52:25.457,,1,
78623,2,67364,2018-01-31T06:32:51.537,2,,80255,,2018-01-31T06:32:51.537,,1,
78659,2,7159,2018-01-31T22:21:37.927,3,,79866,,2018-07-13T08:11:21.957,2018-07-13T08:11:21.957,2,
78735,2,78726,2018-02-02T16:23:34.677,0,,61400,,2018-02-02T16:23:34.677,,1,
78797,2,78751,2018-02-04T13:04:36.303,6,,58715,,2018-02-04T13:22:42.503,2018-02-04T13:22:42.503,1,
78802,2,39928,2018-02-04T14:25:53.607,4,,80459,,2018-02-04T14:25:53.607,,0,
78957,2,78955,2018-02-07T17:19:11.800,2,,79866,,2018-02-07T17:19:11.800,,0,
79093,2,67997,2018-02-11T15:51:23.007,1,,72967,,2019-12-23T04:05:01.713,2019-12-23T04:05:01.713,0,
79128,2,79127,2018-02-12T14:11:12.503,3,,13650,,2018-02-12T14:11:12.503,,6,
79213,2,79186,2018-02-14T06:21:37.563,1,,47239,,2018-02-14T06:21:37.563,,0,
79258,2,79251,2018-02-15T09:58:34.647,1,,77765,,2018-02-15T09:58:34.647,,0,
79394,2,73609,2018-02-17T19:33:58.390,1,,79684,,2018-02-17T19:33:58.390,,1,
79612,2,79598,2018-02-23T09:12:52.180,2,,81352,,2018-05-22T09:16:04.363,2018-05-22T09:16:04.363,1,
80003,2,67448,2018-03-06T16:53:21.613,2,,81939,,2018-03-06T16:53:21.613,,0,
80054,2,80052,2018-03-07T21:14:43.840,1,,82005,,2018-03-07T23:08:23.040,2018-03-07T23:08:23.040,2,
80228,2,80169,2018-03-12T07:38:53.350,1,,37514,,2018-03-12T07:38:53.350,,0,
81492,2,81465,2018-03-18T10:23:59.023,1,,54793,,2018-03-18T10:29:24.420,2018-03-18T10:29:24.420,0,
81496,2,81470,2018-03-18T11:12:53.937,0,,82473,,2018-03-18T11:12:53.937,,0,
81747,2,81715,2018-03-23T22:45:41.677,2,,81344,,2020-03-03T22:49:28.327,2020-03-03T22:49:28.327,1,
81793,2,33955,2018-03-25T08:50:21.400,3,,26163,,2018-03-25T08:50:21.400,,2,
81800,2,81687,2018-03-25T11:34:44.223,2,,66952,,2018-03-25T11:40:28.310,2018-03-25T11:40:28.310,0,
81830,2,81811,2018-03-26T02:32:50.787,1,,75152,,2018-03-26T02:32:50.787,,1,
81885,2,81876,2018-03-27T01:23:03.023,9,,79866,,2019-09-30T17:32:54.137,2019-09-30T17:32:54.137,3,
81897,2,81691,2018-03-27T11:01:29.003,0,,83532,,2018-03-27T11:01:29.003,,0,
82475,2,57161,2018-04-08T13:00:58.640,1,,56449,,2018-04-08T13:00:58.640,,0,
82654,2,75193,2018-04-11T13:00:39.373,5,,84930,,2018-04-12T09:17:46.603,2018-04-12T09:17:46.603,0,
83103,2,5181,2018-04-21T05:23:17.783,3,,85401,,2018-04-21T11:08:29.480,2018-04-21T11:08:29.480,1,
83442,2,83405,2018-04-30T11:19:16.823,0,,69698,,2018-06-17T07:23:01.650,2018-06-17T07:23:01.650,1,
83493,2,83004,2018-05-01T23:37:56.750,0,,85833,,2018-05-01T23:37:56.750,,1,
83653,2,83583,2018-05-06T18:10:17.683,1,,17798,,2018-05-06T18:10:17.683,,2,
83693,2,83687,2018-05-07T18:23:35.460,1,,78211,,2018-05-08T14:15:13.593,2018-05-08T14:15:13.593,6,
83768,2,83659,2018-05-10T01:33:09.563,3,,79866,,2018-05-10T08:28:13.957,2018-05-10T08:28:13.957,3,
83835,2,66540,2018-05-12T05:02:00.163,1,,86240,,2018-07-01T13:27:46.593,2018-07-01T13:27:46.593,1,
84005,2,84003,2018-05-17T10:52:21.843,1,,85200,,2018-05-17T10:52:21.843,,2,
84037,2,84031,2018-05-18T10:46:43.953,0,,79866,,2018-05-18T11:09:18.370,2018-05-18T11:09:18.370,1,
84082,2,82288,2018-05-19T14:01:35.087,0,,84548,,2018-05-19T14:01:35.087,,0,
84155,2,84119,2018-05-21T15:40:53.430,0,,79866,,2018-05-21T15:40:53.430,,0,
84216,2,510,2018-05-23T13:03:59.467,4,,86721,,2018-05-23T13:03:59.467,,1,
84314,2,84276,2018-05-26T03:59:53.303,2,,85144,,2018-05-29T05:30:36.580,2018-05-29T05:30:36.580,1,
84514,2,84507,2018-05-31T15:12:43.907,1,,71214,,2018-05-31T15:12:43.907,,1,
84720,2,84719,2018-06-06T12:25:26.077,2,,5538,,2018-06-06T14:44:53.167,2020-06-16T10:47:29.480,3,
84722,2,84710,2018-06-06T13:20:19.920,0,,87217,,2018-06-06T13:20:19.920,,9,
84723,2,5033,2018-06-06T13:52:40.787,7,,86634,,2018-06-06T17:13:30.260,2018-06-06T17:13:30.260,1,
84779,2,84776,2018-06-08T09:01:17.933,4,,80556,,2018-06-10T09:52:09.780,2018-06-10T09:52:09.780,13,
84806,2,84797,2018-06-09T09:32:25.793,4,,77745,,2018-06-09T09:42:56.833,2018-06-09T09:42:56.833,2,
84865,2,84855,2018-06-11T10:39:42.493,1,,58715,,2018-06-11T11:36:33.460,2018-06-11T11:36:33.460,6,
84869,2,77803,2018-06-11T12:37:24.047,2,,79420,,2018-06-11T12:37:24.047,,0,
85016,2,85015,2018-06-15T00:08:46.340,14,,8697,,2021-03-05T23:17:09.350,2021-03-05T23:17:09.350,1,
85049,2,85039,2018-06-15T23:51:42.343,1,,78211,,2018-06-15T23:51:42.343,,0,
85142,2,85138,2018-06-19T10:28:24.157,0,,70731,,2018-06-19T10:28:24.157,,1,
85204,2,85096,2018-06-21T04:33:14.083,1,,71063,,2018-06-21T04:33:14.083,,0,
85275,2,44573,2018-06-23T09:44:33.940,2,,68500,,2018-06-23T09:44:33.940,,0,
85368,2,82796,2018-06-26T15:15:03.943,0,,87927,,2018-06-29T10:27:05.927,2018-06-29T10:27:05.927,3,
85410,2,85408,2018-06-27T23:47:19.463,2,,79866,,2018-06-28T09:11:18.950,2018-06-28T09:11:18.950,3,
85417,2,85415,2018-06-28T06:29:14.167,2,,8697,,2018-06-28T06:29:14.167,,2,
85510,2,85489,2018-07-01T13:11:55.077,2,,84747,,2018-07-01T13:11:55.077,,0,
85684,2,85621,2018-07-06T01:55:32.983,2,,79866,,2019-02-10T00:49:00.373,2019-02-10T00:49:00.373,0,
85733,2,1179,2018-07-07T10:27:20.610,3,,88299,,2018-07-07T11:01:25.867,2018-07-07T11:01:25.867,0,
85734,2,85678,2018-07-07T11:58:08.180,1,,54793,,2018-07-07T11:58:08.180,,0,
85850,2,85845,2018-07-10T17:33:38.880,0,,33810,,2018-07-10T17:33:38.880,,0,
85952,2,85933,2018-07-12T19:49:51.643,1,,88496,,2018-07-12T19:49:51.643,,3,
86003,2,85515,2018-07-13T22:35:44.467,0,,13441,,2018-07-13T22:35:44.467,,0,
87041,2,87039,2018-07-15T09:19:15.073,2,,79267,,2018-07-15T09:19:15.073,,0,
87219,2,87203,2018-07-20T11:05:55.390,0,,89749,,2018-07-20T11:12:10.703,2018-07-20T11:12:10.703,0,
87318,2,87297,2018-07-24T01:38:02.457,2,,50357,,2018-07-24T01:38:02.457,,0,
87433,2,87410,2018-07-27T00:37:34.250,1,,26774,,2018-07-27T00:37:34.250,,0,
87637,2,87601,2018-08-01T20:40:54.820,0,,90194,,2018-08-01T20:40:54.820,,1,
87638,2,87601,2018-08-01T20:44:23.653,0,,64792,,2018-08-01T20:44:23.653,,0,
87865,2,87846,2018-08-08T09:20:52.557,10,,58316,,2018-08-08T09:20:52.557,,1,
87887,2,36869,2018-08-08T19:52:32.087,0,,59284,,2018-08-08T20:00:24.423,2018-08-08T20:00:24.423,0,
87965,2,87959,2018-08-10T23:40:35.143,1,,69725,,2018-08-11T07:37:55.360,2018-08-11T07:37:55.360,0,
88110,2,88107,2018-08-14T22:28:59.123,2,,42282,,2018-08-14T23:52:55.400,2018-08-14T23:52:55.400,0,
88118,2,88105,2018-08-15T00:47:08.807,1,,75661,,2018-08-15T00:47:08.807,,0,
88188,2,88173,2018-08-16T16:55:25.353,2,,90592,,2018-08-21T17:51:57.593,2018-08-21T17:51:57.593,0,
88234,2,88214,2018-08-17T21:49:25.900,42,,79866,,2020-11-20T21:01:03.383,2020-11-20T21:01:03.383,19,
88297,2,69866,2018-08-20T05:17:20.997,9,,90885,,2018-08-20T05:17:20.997,,0,
88364,2,45903,2018-08-22T08:21:27.247,2,,90963,,2018-08-22T09:05:22.543,2018-08-22T09:05:22.543,0,
88471,2,88469,2018-08-25T05:00:10.653,2,,71180,,2018-08-25T05:18:45.280,2018-08-25T05:18:45.280,12,
88830,2,40460,2018-09-05T10:48:24.283,1,,26774,,2018-09-05T10:48:24.283,,0,
88866,2,88849,2018-09-06T11:19:09.237,1,,,user83779,2018-09-06T11:19:09.237,,6,
88955,2,88954,2018-09-10T13:54:28.030,27,,79866,,2020-08-20T23:45:20.583,2020-08-20T23:45:20.583,27,
89011,2,89010,2018-09-12T18:04:11.887,1,,19949,,2018-09-12T18:04:11.887,,1,
89078,2,89063,2018-09-15T06:35:11.747,1,,37057,,2018-09-16T10:30:31.053,2018-09-16T10:30:31.053,6,
89079,2,89072,2018-09-15T07:56:27.353,2,,13650,,2018-09-15T07:56:27.353,,2,
89109,2,89106,2018-09-16T01:19:28.297,1,,54793,,2018-09-16T02:13:19.300,2018-09-16T02:13:19.300,9,
